id,Name,Brand,Category,SubCategory,Price,Size,Quantity
2437,Fresh Groundnut (Mungfali),,Fruits & Vegetables,Fruits & Vegetables,60.0,250 gm,56
2438,Malgudi Garlic Peeled,Malgudi,Fruits & Vegetables,Fruits & Vegetables,35.0,100 gm,110
2439,Sambhar Onion (Madras Onion),,Fruits & Vegetables,Fruits & Vegetables,70.0,500 gm,29
2440,Fresh Avocado,,Fruits & Vegetables,Fruits & Vegetables,175.0,1 pc,128
2441,Fresh Green Chilli (Mirchi),,Fruits & Vegetables,Fruits & Vegetables,15.0,100 gm,72
2442,Bottle Gourd (Dudhi),,Fruits & Vegetables,Fruits & Vegetables,50.0,500 gm,34
2443,Fresh Green Cucumber (Kakdi),,Fruits & Vegetables,Fruits & Vegetables,40.0,500 gm,102
2444,Fresh Brinjal (Bharta Baingan),,Fruits & Vegetables,Fruits & Vegetables,60.0,400 gm,62
2445,Fresh Beetroot (Chukandar),,Fruits & Vegetables,Fruits & Vegetables,40.0,500 gm,98
2446,Cabbage (Patta Gobi),,Fruits & Vegetables,Fruits & Vegetables,45.0,500 gm,124
2447,Fresh Sweet Corn,,Fruits & Vegetables,Fruits & Vegetables,45.0,2 pcs,126
2448,Drumsticks (Shevgyacha Shenga),,Fruits & Vegetables,Fruits & Vegetables,30.0,250 gm,132
2449,Fresh Capsicum Red & Yellow,,Fruits & Vegetables,Fruits & Vegetables,150.0,2 U,118
2450,Fresh Baby Potato (Dum Aloo),,Fruits & Vegetables,Fruits & Vegetables,30.0,500 gm,38
2451,Fresh Elephant Foot Yam (Suran),,Fruits & Vegetables,Fruits & Vegetables,40.0,500 gm,29
2452,Fresh Baby Corn,,Fruits & Vegetables,Fruits & Vegetables,35.0,100 gm,95
2453,Bitter Gourd (Karela),,Fruits & Vegetables,Fruits & Vegetables,35.0,300 gm,82
2454,Fresh Colocasia (Arbi),,Fruits & Vegetables,Fruits & Vegetables,45.0,500 gm,83
2455,French Beans (Faliya),,Fruits & Vegetables,Fruits & Vegetables,50.0,250 gm,79
2456,Fresh Brinjal Round (Kateri Wangi),,Fruits & Vegetables,Fruits & Vegetables,45.0,500 gm,97
2457,Fresh Sponge Gourd (Ghosale),,Fruits & Vegetables,Fruits & Vegetables,55.0,400 gm,71
2458,Fresh Disco Pumpkin (Kaddu/Bhopla),,Fruits & Vegetables,Fruits & Vegetables,40.0,1 pc,49
2459,Fresh Brinjal Small,,Fruits & Vegetables,Fruits & Vegetables,50.0,500 gm,40
2460,Fresh Cluster Beans (Gavar),,Fruits & Vegetables,Fruits & Vegetables,35.0,250 gm,87
2461,Fresh Sprouts Mixed Gram,,Fruits & Vegetables,Fruits & Vegetables,40.0,200 gm,105
2462,Zucchini Green,,Fruits & Vegetables,Fruits & Vegetables,75.0,250 gm,83
2463,Malgudi Fried Rice/Noodles Mix,Malgudi,Fruits & Vegetables,Fruits & Vegetables,65.0,250 gm,138
2464,Fresh Lemon Grass,,Fruits & Vegetables,Fruits & Vegetables,30.0,150 gm,63
2465,Fresh Cabbage - Red,,Fruits & Vegetables,Fruits & Vegetables,95.0,400 gm,83
2466,Broad Beans (Papadi),,Fruits & Vegetables,Fruits & Vegetables,45.0,250 gm,121
2467,Zucchini Yellow,,Fruits & Vegetables,Fruits & Vegetables,70.0,250 gm,134
2468,Malgudi Sambar Mix,Malgudi,Fruits & Vegetables,Fruits & Vegetables,65.0,250 gm,142
2469,Malgudi Coconut Chutney,Malgudi,Fruits & Vegetables,Fruits & Vegetables,75.0,200 gm,57
2470,Malgudi Sugarcane Cubes,Malgudi,Fruits & Vegetables,Fruits & Vegetables,55.0,200 gm,97
2471,Malgudi Thai Curry Mix Vegetables,Malgudi,Fruits & Vegetables,Fruits & Vegetables,135.0,250 gm,45
2472,Malgudi Biryani/Pulav Mix,Malgudi,Fruits & Vegetables,Fruits & Vegetables,100.0,250 gm,139
2473,Fresh Sprouts Moong Green,,Fruits & Vegetables,Fruits & Vegetables,40.0,200 gm,124
2474,Surf Excel Easy Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,730.0,5 kg,77
2475,Surf Excel Easy Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,146.0,1 kg,54
2476,Surf Excel Easy Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,73.0,500 gm,96
2477,Surf Excel Easy Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,230.0,1.5 kg,108
2478,Tide Plus Detergent Powder Jasmine & Rose,Tide,Home & Kitchen,Detergent & Fabric Care,132.0,1 kg,68
2479,Tide Plus Detergent Powder Jasmine & Rose,Tide,Home & Kitchen,Detergent & Fabric Care,250.0,2 kg,72
2480,Tide Plus Detergent Powder Jasmine & Rose,Tide,Home & Kitchen,Detergent & Fabric Care,895.0,6 kg,102
2481,Ariel Matic Top Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,540.0,2 kg,26
2482,Ariel Matic Top Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,770.0,3 kg,115
2483,Ariel Matic Top Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,1300.0,4 kg,61
2484,Rin Advanced Detergent Powder,Rin,Home & Kitchen,Detergent & Fabric Care,99.0,1 kg,124
2485,Rin Advanced Detergent Powder,Rin,Home & Kitchen,Detergent & Fabric Care,188.0,2 kg,46
2486,Rin Advanced Detergent Powder,Rin,Home & Kitchen,Detergent & Fabric Care,690.0,7 Kg,135
2487,Star Bright Detergent Powder,Star Bright,Home & Kitchen,Detergent & Fabric Care,409.0,5 kg,29
2488,Star Bright Detergent Powder,Star Bright,Home & Kitchen,Detergent & Fabric Care,165.0,2 kg,86
2489,Surf Excel Matic Front Load Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,1425.0,6 kg,43
2490,Surf Excel Matic Front Load Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,600.0,2 kg,142
2491,Surf Excel Matic Top Load Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,1325.0,6 kg,145
2492,Surf Excel Matic Top Load Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,540.0,2 kg,68
2493,Ariel Matic Front Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,285.0,1 kg,147
2494,Ariel Matic Front Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,605.0,2 kg,42
2495,Ariel Matic Front Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,870.0,3 kg,83
2496,Ariel Matic Front Load Detergent Washing Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,1380.0,4 kg,39
2497,Tide Plus Detergent Powder - Lemon & Mint,Tide,Home & Kitchen,Detergent & Fabric Care,132.0,1 kg,72
2498,Tide Plus Detergent Powder - Lemon & Mint,Tide,Home & Kitchen,Detergent & Fabric Care,250.0,2 kg,141
2499,Tide Plus Detergent Powder - Lemon & Mint,Tide,Home & Kitchen,Detergent & Fabric Care,895.0,6 kg,51
2500,Ariel Complete Detergent Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,360.0,1 kg,37
2501,Ariel Complete Detergent Powder,Ariel,Home & Kitchen,Detergent & Fabric Care,1370.0,4 Kg,68
2502,Wheel Green Lemon & Jasmine Detergent Powder,Wheel,Home & Kitchen,Detergent & Fabric Care,71.0,1 kg,64
2503,Surf Excel Quick Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,240.0,1 kg,121
2504,Surf Excel Quick Wash Detergent Powder,Surf Excel,Home & Kitchen,Detergent & Fabric Care,500.0,2 kg,86
2505,Ghadi Detergent Powder,Ghadi,Home & Kitchen,Detergent & Fabric Care,210.0,3 kg,65
2506,Rin Refresh Lemon & Rose Detergent Powder,Rin,Home & Kitchen,Detergent & Fabric Care,99.0,1 kg,67
2507,Wheel Active Blue Powder,Wheel,Home & Kitchen,Detergent & Fabric Care,71.0,1 kg,119
2508,More Light Detergent Powder,More Light,Home & Kitchen,Detergent & Fabric Care,525.0,4 kg,135
2509,Tide Naturals Detergent Powder Lemon & Chandan,Tide,Home & Kitchen,Detergent & Fabric Care,75.0,800 gm,109
2510,Vanish Oxi Action Fabric Powder,Vanish,Home & Kitchen,Detergent & Fabric Care,210.0,400 gm,31
2511,Wipro Safewash Top Load Liquid Detergent Pouch,Wipro Safewash,Home & Kitchen,Detergent & Fabric Care,400.0,2 L,28
2512,Mr. White Detergent Powder,Mr. White,Home & Kitchen,Detergent & Fabric Care,600.0,5 kg,149
2513,Henko Stain Champion Oxygen Power Washing Powder,Henko,Home & Kitchen,Detergent & Fabric Care,850.0,5 kg,43
2514,Wipro Safewash Front Load Liquid Detergent Pouch,Wipro Safewash,Home & Kitchen,Detergent & Fabric Care,480.0,2 L,97
2515,Ariel Colour Care Detergent,Ariel,Home & Kitchen,Detergent & Fabric Care,360.0,1 kg,108
2516,Henko Matic Lintelligent Front Load Detergent Washing Powder,Henko,Home & Kitchen,Detergent & Fabric Care,480.0,2 kg,37
2517,Henko Matic Lintelligent Top Load Powder,Henko,Home & Kitchen,Detergent & Fabric Care,440.0,2 kg,94
2518,Rin Detergent Bar,Rin,Home & Kitchen,Detergent & Fabric Care,10.0,130 gm,111
2519,Rin Detergent Bar,Rin,Home & Kitchen,Detergent & Fabric Care,96.0,4x250 gm,96
2520,Rin Detergent Bar,Rin,Home & Kitchen,Detergent & Fabric Care,142.0,6x250 gm,33
2521,Surf Excel Detergent Bar,Surf Excel,Home & Kitchen,Detergent & Fabric Care,10.0,80 gm,79
2522,Surf Excel Detergent Bar,Surf Excel,Home & Kitchen,Detergent & Fabric Care,122.0,4x200 gm,123
2523,Star Light Detergent Bar,Star Light,Home & Kitchen,Detergent & Fabric Care,10.0,150 gm,102
2524,Star Light Detergent Bar,Star Light,Home & Kitchen,Detergent & Fabric Care,60.0,4x250 gm,70
2525,Tide Detergent Bar,Tide,Home & Kitchen,Detergent & Fabric Care,95.0,5x200 gm,42
2526,Sunlight Detergent Bar,Sunlight,Home & Kitchen,Detergent & Fabric Care,30.0,150 gm,29
2527,Dhanthak's BB Soap,BB,Home & Kitchen,Detergent & Fabric Care,100.0,600 gm,127
2528,Ghadi Detergent Cake,Ghadi,Home & Kitchen,Detergent & Fabric Care,22.0,300 gm,32
2529,Star Light Detergent Bar,Star Light,Home & Kitchen,Detergent & Fabric Care,85.0,6x250 gm,127
2530,Surf Excel Top Load Matic Liquid,Surf Excel,Home & Kitchen,Detergent & Fabric Care,220.0,1 L,34
2531,Surf Excel Top Load Matic Liquid,Surf Excel,Home & Kitchen,Detergent & Fabric Care,430.0,2 L,130
2532,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,Home & Kitchen,Detergent & Fabric Care,245.0,1 L,121
2533,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,Home & Kitchen,Detergent & Fabric Care,480.0,2 L,34
2534,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,Home & Kitchen,Detergent & Fabric Care,425.0,1.8 L,106
2535,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,Home & Kitchen,Detergent & Fabric Care,58.0,200 ml,32
2536,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,Home & Kitchen,Detergent & Fabric Care,120.0,430 ml,115
2537,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,Home & Kitchen,Detergent & Fabric Care,235.0,860 ml,138
2538,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,Home & Kitchen,Detergent & Fabric Care,415.0,1.6 L,72
2539,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,Home & Kitchen,Detergent & Fabric Care,480.0,2 L,122
2540,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,Home & Kitchen,Detergent & Fabric Care,480.0,2 L,88
2541,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,Home & Kitchen,Detergent & Fabric Care,58.0,200 ml,66
2542,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,Home & Kitchen,Detergent & Fabric Care,235.0,860 ml,45
2543,Rin Ala Fabric Whitener,Rin,Home & Kitchen,Detergent & Fabric Care,85.0,500 ml,103
2544,Star Light Fabric Whitener,Star Light,Home & Kitchen,Detergent & Fabric Care,60.0,500 ml,50
2545,Ariel Matic Top Load Liquid Detergent Refill: 2 Litres,Ariel,Home & Kitchen,Detergent & Fabric Care,410.0,2 L,31
2546,Ariel Matic Front Load Liquid Detergent Refill: 2 Litres,Ariel,Home & Kitchen,Detergent & Fabric Care,465.0,2 L,71
2547,Genteel Liquid Detergent,Genteel,Home & Kitchen,Detergent & Fabric Care,280.0,1 kg,83
2548,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,Home & Kitchen,Detergent & Fabric Care,60.0,200 ml,69
2549,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,Home & Kitchen,Detergent & Fabric Care,235.0,860 ml,82
2550,Vanish Liquid Stain Remover,Vanish,Home & Kitchen,Detergent & Fabric Care,215.0,800 ml,123
2551,Ariel Matic Front Load Liquid Detergent,Ariel,Home & Kitchen,Detergent & Fabric Care,580.0,2 L,108
2552,Ariel Matic Front Load Liquid Detergent,Ariel,Home & Kitchen,Detergent & Fabric Care,250.0,1 L,129
2553,Ariel Matic Top Load Liquid Detergent,Ariel,Home & Kitchen,Detergent & Fabric Care,510.0,2 L,118
2554,Ariel Matic Top Load Liquid Detergent,Ariel,Home & Kitchen,Detergent & Fabric Care,220.0,1 L,46
2555,Godrej Ezee Liquid Detergent Bottle + Refill,Ezee,Home & Kitchen,Detergent & Fabric Care,205.0,1 kg,78
2556,Ujala Supreme Fabric Whitener,Ujala,Home & Kitchen,Detergent & Fabric Care,80.0,250 ml,39
2557,Revive Liquid Stiffener,Revive,Home & Kitchen,Detergent & Fabric Care,149.0,400 gm,51
2558,Sof N Fluffy Fabric Conditioner,Sof,Home & Kitchen,Detergent & Fabric Care,220.0,800 ml,53
2559,Wipro Softouch 2x French Perfume Fabric Conditioner,Wipro,Home & Kitchen,Detergent & Fabric Care,515.0,2 L,40
2560,Wipro Softouch 2X Royal Perfume Fabric Conditioner,Wipro Softouch,Home & Kitchen,Detergent & Fabric Care,515.0,2 L,26
2561,Wipro Softouch Fabric Conditioner Ocean Breeze,Wipro,Home & Kitchen,Detergent & Fabric Care,235.0,860 ml,86
2562,Wipro Softouch Fabric Conditioner Ocean Breeze,Wipro,Home & Kitchen,Detergent & Fabric Care,480.0,2 L,148
2563,Wipro Softouch Fabric Conditioner Garden Bouquet,Wipro,Home & Kitchen,Detergent & Fabric Care,235.0,860 ml,112
2564,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,Home & Kitchen,Cleaners,399.0,2 L,148
2565,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,Home & Kitchen,Cleaners,849.0,5 L,103
2566,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,Home & Kitchen,Cleaners,350.0,1.8 L,34
2567,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,Home & Kitchen,Cleaners,103.0,500 ml,40
2568,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,Home & Kitchen,Cleaners,205.0,1 L,65
2569,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,Home & Kitchen,Cleaners,210.0,2 L,50
2570,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,Home & Kitchen,Cleaners,110.0,1 L,51
2571,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,Home & Kitchen,Cleaners,60.0,500 ml,111
2572,Sunny Premium Green Cleaner,Sunny,Home & Kitchen,Cleaners,220.0,1 L,90
2573,Phenox Strong Disinfectant Cleaner,Phenox,Home & Kitchen,Cleaners,150.0,1 L,93
2574,Lizol Disinfectant Surface Cleaner - Floral,Lizol,Home & Kitchen,Cleaners,399.0,2 L,37
2575,Lizol Disinfectant Surface Cleaner - Floral,Lizol,Home & Kitchen,Cleaners,103.0,500 ml,33
2576,Lizol Disinfectant Surface Cleaner - Floral,Lizol,Home & Kitchen,Cleaners,350.0,1.8 L,59
2577,Lizol Disinfectant Surface Cleaner - Floral,Lizol,Home & Kitchen,Cleaners,205.0,1 L,57
2578,Dettol Antiseptic Liquid,Dettol,Home & Kitchen,Cleaners,127.77,250 ml,99
2579,Dettol Antiseptic Liquid,Dettol,Home & Kitchen,Cleaners,194.6,550 ml,135
2580,Dettol Antiseptic Liquid,Dettol,Home & Kitchen,Cleaners,331.41,1 L,57
2581,Dettol Antiseptic Liquid,Dettol,Home & Kitchen,Cleaners,1641.59,5 L,108
2582,Lizol Disinfectant Surface Cleaner - Lavender,Lizol,Home & Kitchen,Cleaners,399.0,2 L,81
2583,Lizol Disinfectant Surface Cleaner - Lavender,Lizol,Home & Kitchen,Cleaners,205.0,1 L,146
2584,Colin Glass Cleaner Pump,Colin,Home & Kitchen,Cleaners,96.0,500 ml,27
2585,Colin Glass Cleaner Pump,Colin,Home & Kitchen,Cleaners,176.0,1 L,145
2586,Domex Disinfectant Floor Cleaner,Domex,Home & Kitchen,Cleaners,220.0,1 L,130
2587,Harpic Bathroom Cleaner - Floral,Harpic,Home & Kitchen,Cleaners,99.0,500 ml,102
2588,Kli-Nol Premium Floor Cleaner,Kli-Nol,Home & Kitchen,Cleaners,220.0,1 L,141
2589,Glito 3 In 1 Perfumed Floor-Surface-Dish Cleaner,Glito,Home & Kitchen,Cleaners,156.0,1 L,101
2590,Glito Lime Perfumed Floor Cleaner,Glito,Home & Kitchen,Cleaners,295.0,5 L,63
2591,Glito Lime Perfumed Floor Cleaner,Glito,Home & Kitchen,Cleaners,99.0,1 L,110
2592,Sparkle Disinfectant Floor Cleaner - Floral,Sparkle,Home & Kitchen,Cleaners,210.0,2 L,146
2593,Sparkle Disinfectant Floor Cleaner - Floral,Sparkle,Home & Kitchen,Cleaners,110.0,1 L,127
2594,Sparkle Disinfectant Floor Cleaner - Floral,Sparkle,Home & Kitchen,Cleaners,60.0,500 ml,98
2595,Sparkle Disinfectant Floor Cleaner - Lavender,Sparkle,Home & Kitchen,Cleaners,210.0,2 L,97
2596,Sparkle Disinfectant Floor Cleaner - Lavender,Sparkle,Home & Kitchen,Cleaners,110.0,1 L,107
2597,Sparkle Disinfectant Floor Cleaner - Lavender,Sparkle,Home & Kitchen,Cleaners,60.0,500 ml,97
2598,Glito Lavender Perfumed Floor Cleaner,Glito,Home & Kitchen,Cleaners,99.0,1 L,64
2599,Glito Jasmine Bliss Perfumed Cleaner,Glito,Home & Kitchen,Cleaners,99.0,1 L,91
2600,Wipro Max Kleen Floral Bliss Disinfectant Floor Cleaner,Wipro Softouch,Home & Kitchen,Cleaners,279.0,1.25 L,115
2601,Wipro Max Kleen Citrus Joy Disinfectant Floor Cleaner,Wipro Softouch,Home & Kitchen,Cleaners,279.0,1.25 L,88
2602,Wipro Maxkleen Disinfectant Floor Cleaner - Floral Bliss,Wipro Maxkleen,Home & Kitchen,Cleaners,115.0,500 ml,93
2603,Wipro Maxkleen Disinfectant Floor Cleaner - Citrus Joy,Wipro Maxkleen,Home & Kitchen,Cleaners,115.0,500 ml,27
2604,Nimyle Herbal Anti-Bacterial Floor Cleaner,Nimyle,Home & Kitchen,Cleaners,175.0,975 ml,91
2605,Nimyle Lemongrass Anti-Bacterial Floor Cleaner,Nimyle,Home & Kitchen,Cleaners,175.0,975 ml,77
2606,Harpic Power Plus Toilet Cleaner - Original,Harpic,Home & Kitchen,Cleaners,93.0,500 ml,81
2607,Harpic Power Plus Toilet Cleaner - Original,Harpic,Home & Kitchen,Cleaners,195.0,1 L,44
2608,Harpic Power Plus Toilet Cleaner - Original,Harpic,Home & Kitchen,Cleaners,347.0,2x1L,146
2609,Harpic Bathroom Cleaner - Lemon,Harpic,Home & Kitchen,Cleaners,99.0,500 ml,98
2610,Harpic Bathroom Cleaner - Lemon,Harpic,Home & Kitchen,Cleaners,189.0,1 L,84
2611,Force 10 Bathroom Cleaner,Force 10,Home & Kitchen,Cleaners,80.0,500 ml,62
2612,Force 10 Bathroom Cleaner,Force 10,Home & Kitchen,Cleaners,155.0, 1 L,64
2613,Force 10 Power Max Toilet Cleaner,Force 10,Home & Kitchen,Cleaners,80.0,750 ml,44
2614,Harpic Floral Bathroom Cleaner,Harpic,Home & Kitchen,Cleaners,189.0,1 L,149
2615,Harpic Flushmatic Toilet Cleaner Marine,Harpic,Home & Kitchen,Cleaners,214.0,150 gm,138
2616,Harpic Flushmatic Toilet Cleaner Marine,Harpic,Home & Kitchen,Cleaners,154.0,100 gm,27
2617,Glito Super Thick  Toilet Cleaner,Glito,Home & Kitchen,Cleaners,178.0,1 L,121
2618,Sani Fresh Toilet Cleaner,Sani Fresh,Home & Kitchen,Cleaners,190.0,1 L,62
2619,Harpic Hygienic Toilet Rim Block - Lavender,Harpic,Home & Kitchen,Cleaners,82.0,26 gm,81
2620,Harpic Hygienic Toilet Citrus Rim Block,Harpic,Home & Kitchen,Cleaners,82.0,26 gm,105
2621,Harpic Hygienic Toilet Rim Block - Jasmine,Harpic,Home & Kitchen,Cleaners,82.0,26 gm,68
2622,Harpic Floral Delight Toilet Rim Block,Harpic,Home & Kitchen,Cleaners,188.0,35 gm,36
2623,Harpic Marine Splash Toilet Rim Block,Harpic,Home & Kitchen,Cleaners,188.0,35 gm,122
2624,Domex Disinfectant Toilet Cleaner - Lime Fresh Guard,Domex,Home & Kitchen,Cleaners,215.0,1 L,90
2625,Domex Disinfectant Toilet Cleaner - Ocean Fresh Guard,Domex,Home & Kitchen,Cleaners,215.0,1 L,42
2626,Dettol Disinfectant Spray - Original Pine,Dettol,Home & Kitchen,Cleaners,159.0,170 gm,47
2627,Pitambari Shining Powder,Pitambari,Home & Kitchen,Cleaners,60.0,200 gm,31
2628,Pitambari Rooperi Silver Shine,Pitambari,Home & Kitchen,Cleaners,110.0,50 ml,130
2629,Mr. Muscle Kiwi Dranex Drain Cleaner,Mr Muscle,Home & Kitchen,Cleaners,32.0,50 gm,112
2630,Drenfix Drain Cleaner,Drenfix,Home & Kitchen,Cleaners,30.0,50 gm,119
2631,CIF Creams Cleaner Lemon,CIF,Home & Kitchen,Cleaners,225.0,500 ml,143
2632,Sparkle Disinfectant Glass Cleaner Refill,Sparkle,Home & Kitchen,Cleaners,135.0,1 L,45
2633,Glito Glass Cleaner,Glito,Home & Kitchen,Cleaners,93.0,500 ml,110
2634,CIF Sprays Cleaner Oven & Grill,CIF,Home & Kitchen,Cleaners,275.0,435 ml,121
2635,CIF Creams Cleaner Original,CIF,Home & Kitchen,Cleaners,225.0,500 ml,66
2636,Sparkle Disinfectant Glass Cleaner,Sparkle,Home & Kitchen,Cleaners,75.0,500 ml,115
2637,CIF Sprays Cleaner LimeScale,CIF,Home & Kitchen,Cleaners,275.0,435 ml,39
2638,Cif Multipurpose Cream Cleaner Pink Flower,CIF,Home & Kitchen,Cleaners,199.0,500 ml,73
2639,Chamak Dhamak Shining Powder,Chamak Dhamak,Home & Kitchen,Cleaners,40.0,200 gm,81
2640,CIF Sprays Cleaner Stainless Steel,CIF,Home & Kitchen,Cleaners,249.0,435 ml,99
2641,Pidilite WD-40 Multiple Maintenance Spray,Pidilite,Home & Kitchen,Cleaners,230.0,170 gm,85
2642,Vim Dishwash Bar,Vim,Specials,Specials,60.0,3x200 gm,40
2643,Vim Dishwash Bar,Vim,Specials,Specials,10.0,125 gm,80
2644,Reflect Lemon Power Dishwash Round Bar,Reflect,Specials,Specials,48.0,500 gm,28
2645,Reflect Lemon Power Dishwash Round Bar,Reflect,Specials,Specials,48.0,3x200 gm,63
2646,Reflect Lemon Power Dishwash Round Bar,Reflect,Specials,Specials,10.0,125 gm,143
2647,Vim Dishwash Liquid Gel - Lemon,Vim,Specials,Specials,445.0,2 L,137
2648,Vim Dishwash Liquid Gel - Lemon,Vim,Specials,Specials,215.0,900 ml,87
2649,Vim Dishwash Liquid Gel - Lemon,Vim,Specials,Specials,109.0,500 ml,128
2650,Reflect Super Lemon Power Concentrated Gel,Reflect,Specials,Specials,140.0,1 L,60
2651,Reflect Super Lemon Power Concentrated Gel,Reflect,Specials,Specials,70.0,500 ml,101
2652,Reflect Super Lemon Power Concentrated Gel,Reflect,Specials,Specials,40.0,250 ml,59
2653,Vim Dishwash Liquid Gel Can - Lemon,Vim,Specials,Specials,199.0,750 ml,53
2654,Vim Dishwash Liquid Gel Can - Lemon,Vim,Specials,Specials,445.0,1.8 L,55
2655,Vim Dishwash Liquid Gel Can - Lemon,Vim,Specials,Specials,55.0,250 ml,67
2656,Exo Ant Bacterial Round Dish Wash Bar,Exo,Home & Kitchen,Home & Kitchen,79.0,700 gm,140
2657,Exo Ant Bacterial Round Dish Wash Bar,Exo,Home & Kitchen,Home & Kitchen,158.0,2x700 gm,83
2658,Vim Dishwash Bar Anti Smell With Pudina,Vim,Specials,Specials,130.0,5x200 gm,85
2659,Reflect Dishwash Liquid Bottle,Reflect,Specials,Specials,89.0,750 ml,61
2660,Reflect Jugmug Metal Shining Powder,Reflect,Specials,Specials,38.0,200 gm,114
2661,Pril Lime Liquid,Pril,Specials,Specials,499.0,2 L,141
2662,Vim Anti Bac With Neem Dishwash Bar,VIM,Specials,Specials,10.0,115 gm,65
2663,Vim Anti Bac With Neem Dishwash Bar,VIM,Specials,Specials,115.0,5x200 gm,114
2664,Patanjali Super Dishwash Bar,Patanjali,Specials,Specials,10.0,160 gm,65
2665,Giffy Lemon & Active Salt Dish Wash Gel,Giffy,Home & Kitchen,Home & Kitchen,270.0,900 ml,59
2666,Gala Kitchen Sponge Wipe,Gala,Home & Kitchen,Cleaning Tools,275.0,Pack of 5,112
2667,Pril Dishwash Bar,Pril,Specials,Specials,120.0,3x360 gm,57
2668,Scotch Brite Steel Scrubber,Scotch-Brite,Home & Kitchen,Cleaning Tools,120.0,Pack of 3,71
2669,Gala Super Scrub,Gala,Home & Kitchen,Cleaning Tools,85.0,Pack of 2,65
2670,Glito Liquid Dish Wash Lemon Frgn,Glito,Home & Kitchen,Home & Kitchen,114.0,500 ml,48
2671,Pril Perfect Tamarind Dishwash Liquid,Pril,Specials,Specials,209.0,750 ml,90
2672,Finish Dishwasher Powerball Super Charged,Finish,Home & Kitchen,Home & Kitchen,599.0,24 Tablets,101
2673,Giffy Concentrated Dish Wash Gel,Giffy,Home & Kitchen,Home & Kitchen,190.0,750 ml,110
2674,Pidilite Wd-40 Multiple Maintenance Spray,Pidilite,Home & Kitchen,Home & Kitchen,120.0,63.8 gm,99
2675,Hit For Hidden Cockroaches,Hit,Home & Kitchen,Freshener & Repellents,340.0,625 ml,136
2676,Hit For Hidden Cockroaches,Hit,Home & Kitchen,Freshener & Repellents,225.0,400 ml,148
2677,Hit For Hidden Cockroaches,Hit,Home & Kitchen,Freshener & Repellents,115.0,200 ml,149
2678,Hit Spray Mosquitoes and Flies,Hit,Home & Kitchen,Freshener & Repellents,340.0,625 ml,43
2679,Hit Spray Mosquitoes and Flies,Hit,Home & Kitchen,Freshener & Repellents,225.0,400 ml,77
2680,Good Knight Power Activ + Refill,Good Knight,Home & Kitchen,Freshener & Repellents,75.0,45 ml,72
2681,Good Knight Power Activ + Refill,Good Knight,Home & Kitchen,Freshener & Repellents,145.0,2x45 ml,52
2682,Good Knight Power Activ + Refill,Good Knight,Home & Kitchen,Freshener & Repellents,306.0,4x45 ml,63
2683,Good knight Gold Flash Twin Pack,Good knight,Home & Kitchen,Freshener & Repellents,288.0,4x45 ml,33
2684,Good knight Gold Flash Twin Pack,Good knight,Home & Kitchen,Freshener & Repellents,150.0,2x45 ml,73
